Nome do jogador,Posição do jogador,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Antony Alonso,Atacante,3,0,3,3,1.4,1.4,0.6,2.0,5,11,24,0.64,0.00,0.64,0.64,0.64,0.31,0.13,0.43,0.43,6,4,66.7,1.29,0.86,0.50,0.75,9.5,0,0,0.24,+1.6,+1.6,50,91,54.9,654,197,30,45,66.7,13,31,41.9,1,5,20.0,0.4,-0.6,4,5,4,0,87,3,0,0,2,2,50,11,2.36,10,0,0,0,1,0,1,0.21,0,0,0,0,1,0,7,5,2,2,3,1,5,20.0,4,5,0,5,2,9,1,0,139,1,7,65,69,15,139,11,3,27.3,8,72.7,72,316,140,2,0,99,1,13,10,28,26.3
Facundo Altamira,Meio-campista,2,1,3,2,2.1,2.1,1.7,3.8,33,14,99,0.19,0.09,0.28,0.19,0.28,0.20,0.16,0.36,0.36,19,7,36.8,1.79,0.66,0.11,0.29,16.9,0,0,0.11,-0.1,-0.1,134,238,56.3,1816,383,87,130,66.9,33,58,56.9,6,16,37.5,0.7,-0.7,9,15,9,5,233,4,1,0,1,48,134,20,1.88,11,0,3,4,1,1,3,0.28,2,0,1,0,0,0,18,14,3,11,4,7,14,50.0,7,7,0,7,5,23,7,0,384,5,41,151,206,34,384,48,25,52.1,23,47.9,238,1611,688,17,14,279,6,37,16,19,45.7
Pablo Altamirano,Meio-campista,0,0,0,0,0.1,0.1,0.0,0.1,0,4,3,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,2,2,100.0,4.00,4.00,0.00,0.00,28.9,0,0,0.03,-0.1,-0.1,26,29,89.7,433,56,11,11,100.0,13,14,92.9,1,1,100.0,0.0,0.0,0,6,0,0,29,0,0,0,0,0,26,4,8.00,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,22,11,0,33,1,0,0.0,1,100.0,29,116,31,1,0,33,1,2,0,0,0
Fabio Álvarez,Meio-campista,0,0,0,0,0.3,0.3,0.1,0.4,4,14,13,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.12,5,2,40.0,1.57,0.63,0.00,0.00,31.4,0,0,0.05,-0.3,-0.3,114,145,78.6,1750,319,65,74,87.8,40,51,78.4,7,13,53.8,0.2,-0.1,4,4,3,0,139,6,3,1,2,4,114,12,3.76,9,0,1,0,2,0,1,0.31,0,0,0,0,1,0,5,2,2,3,0,3,5,60.0,2,7,0,7,1,6,2,1,184,2,24,105,57,4,184,8,3,37.5,5,62.5,98,416,177,4,0,129,9,25,3,3,50.0
Francisco Álvarez,Defensor,1,0,1,1,0.5,0.5,0.2,0.7,24,75,4,0.08,0.00,0.08,0.08,0.08,0.04,0.02,0.06,0.06,14,1,7.1,1.10,0.08,0.07,1.00,16.9,0,0,0.04,+0.5,+0.5,720,863,83.4,14456,5396,236,256,92.2,382,422,90.5,89,159,56.0,0.5,-0.2,3,67,10,3,818,42,26,0,0,9,720,21,1.64,19,1,0,1,0,0,0,0.00,0,0,0,0,0,0,26,19,17,8,1,12,21,57.1,9,7,5,2,18,44,53,0,995,86,439,498,64,16,995,5,3,60.0,2,40.0,563,3112,2027,8,1,643,9,71,46,18,71.9
Juan Álvarez,Atacante,0,3,3,0,0.7,0.7,2.8,3.5,35,22,94,0.00,0.26,0.26,0.00,0.26,0.06,0.25,0.31,0.31,17,5,29.4,1.49,0.44,0.00,0.00,20.6,0,0,0.04,-0.7,-0.7,164,288,56.9,3111,1339,70,89,78.7,64,105,61.0,25,51,49.0,3.2,+0.2,23,11,18,16,239,45,10,1,1,88,164,34,2.99,18,9,5,1,1,0,5,0.44,2,0,2,1,0,0,7,4,2,4,1,3,19,15.8,16,14,1,13,6,13,13,0,405,10,55,134,226,27,405,39,16,41.0,23,59.0,201,1510,667,19,7,227,3,46,6,12,33.3
Gonzalo Álvez,Atacante,0,1,1,0,0.0,0.0,0.8,0.9,4,5,19,0.00,0.67,0.67,0.00,0.67,0.03,0.55,0.58,0.58,2,0,0.0,1.33,0.00,0.00,0,23.4,0,0,0.02,0.0,0.0,32,46,69.6,514,175,17,21,81.0,11,15,73.3,3,5,60.0,0.5,+0.2,6,2,4,2,45,1,0,2,0,9,32,9,6.00,8,0,1,0,0,0,2,1.33,1,0,1,0,0,0,4,2,1,2,1,1,1,100.0,0,1,0,1,3,7,2,0,70,1,4,28,38,8,70,5,3,60.0,2,40.0,37,206,67,3,1,44,2,4,1,4,20.0
Gonzalo Álvez,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,3,2,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,29,43,67.4,420,64,19,23,82.6,9,12,75.0,1,3,33.3,0.0,0.0,0,2,0,0,39,4,1,0,0,5,29,1,0.82,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,1,0,56,0,4,33,21,4,56,3,1,33.3,2,66.7,29,170,56,1,0,39,0,4,0,0,0
Santino Andino,Meio-campista,1,0,1,1,0.3,0.3,0.0,0.3,2,4,10,1.22,0.00,1.22,1.22,1.22,0.42,0.00,0.42,0.42,2,1,50.0,2.43,1.22,0.50,1.00,9.5,0,0,0.17,+0.7,+0.7,8,20,40.0,95,29,5,9,55.6,3,9,33.3,0,0,0,0.0,0.0,0,1,2,0,20,0,0,0,0,5,8,2,2.43,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,33,3,5,9,20,3,33,3,1,33.3,2,66.7,23,146,72,2,0,22,4,2,1,1,50.0
Juan Andrada,Meio-campista,0,0,0,0,0.0,0.0,0.6,0.6,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.24,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,33,51,64.7,590,263,12,21,57.1,11,14,78.6,4,7,57.1,0.0,-0.6,2,3,0,0,47,3,2,0,0,1,33,5,2.11,5,0,0,0,0,0,1,0.42,1,0,0,0,0,0,10,5,6,3,1,6,10,60.0,4,7,5,2,2,12,8,0,90,11,38,41,13,0,90,3,1,33.3,1,33.3,30,100,31,0,0,26,7,11,4,5,44.4
Federico Andueza,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,19,32,59.4,466,182,3,4,75.0,11,15,73.3,5,12,41.7,0.0,0.0,0,1,1,0,29,2,2,0,0,0,19,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,2,0,0,1,1,100.0,0,1,1,0,1,3,4,0,41,7,22,20,0,0,41,0,0,0,0,0,25,142,95,0,0,26,2,0,0,0,0
Miguel Ángel Torrén,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,91,107,85.0,2335,947,12,15,80.0,54,60,90.0,25,31,80.6,0.0,0.0,1,3,0,0,99,8,6,0,3,0,91,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,4,0,0,1,2,50.0,1,1,0,1,0,4,17,0,132,20,87,44,1,0,132,1,1,100.0,0,0.0,57,292,182,0,0,63,2,13,3,3,50.0
Luis Angulo,Meio-campista,0,0,0,0,0.0,0.0,0.3,0.3,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.47,0.47,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,13,16,81.3,234,75,7,7,100.0,3,4,75.0,2,3,66.7,0.2,-0.3,2,0,1,1,12,4,0,0,0,5,13,4,6.00,1,1,1,0,1,0,0,0.00,0,0,0,0,0,0,4,3,3,0,1,2,3,66.7,1,3,0,3,0,4,0,0,33,0,5,8,20,1,33,5,2,40.0,3,60.0,24,155,50,0,1,22,2,3,0,0,0
Luis Angulo,Atacante,1,2,3,1,0.5,0.5,1.0,1.6,16,8,55,0.25,0.50,0.75,0.25,0.75,0.13,0.26,0.39,0.39,3,1,33.3,0.75,0.25,0.33,1.00,12.2,0,0,0.18,+0.5,+0.5,86,113,76.1,1170,322,54,64,84.4,23,30,76.7,6,10,60.0,1.0,+1.0,10,1,7,2,110,2,2,1,0,11,86,20,5.00,12,0,2,0,5,1,3,0.75,2,0,1,0,0,0,8,7,0,2,6,1,6,16.7,5,5,0,5,2,10,2,0,164,1,16,61,93,12,164,24,8,33.3,14,58.3,104,776,304,10,4,114,9,19,0,2,0.0
Aaron Anselmino,Defensor,0,2,2,0,0.0,0.0,0.6,0.6,2,11,1,0.00,0.38,0.38,0.00,0.38,0.00,0.12,0.12,0.12,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,208,254,81.9,3850,1366,68,76,89.5,123,135,91.1,14,35,40.0,0.7,+1.4,2,3,0,0,240,13,10,1,5,0,208,2,0.38,2,0,0,0,0,0,2,0.38,2,0,0,0,0,0,15,11,8,5,2,10,14,71.4,4,7,3,4,11,26,19,0,332,27,161,160,15,1,332,7,3,42.9,4,57.1,148,630,300,2,0,189,3,24,10,9,52.6
Claudio Aquino,Meio-campista,7,3,10,5,3.9,2.3,2.3,4.6,43,141,80,0.56,0.24,0.80,0.40,0.64,0.31,0.18,0.49,0.37,37,13,35.1,2.97,1.04,0.14,0.38,25.1,10,2,0.06,+3.1,+2.7,464,707,65.6,8810,3789,208,269,77.3,169,248,68.1,75,143,52.4,2.5,+0.7,30,91,32,3,577,121,33,13,4,85,464,71,5.69,43,18,2,4,4,0,9,0.72,7,0,0,0,2,0,10,7,3,5,2,6,13,46.2,7,13,2,11,3,13,2,0,845,1,47,427,381,32,843,39,20,51.3,16,41.0,473,2535,1353,26,9,602,28,70,8,7,53.3
Dylan Aquino,Atacante,0,3,3,0,0.1,0.1,1.7,1.8,6,7,24,0.00,0.90,0.90,0.00,0.90,0.03,0.51,0.54,0.54,4,2,50.0,1.20,0.60,0.00,0.00,26.3,1,0,0.02,-0.1,-0.1,59,84,70.2,1038,440,31,39,79.5,16,22,72.7,10,15,66.7,1.3,+1.3,6,4,4,4,77,5,3,0,0,16,59,13,3.91,6,3,2,1,1,0,3,0.90,3,0,0,0,0,0,5,3,1,3,1,2,3,66.7,1,8,0,8,0,5,1,0,137,2,10,61,71,6,137,21,7,33.3,13,61.9,80,508,154,6,3,92,4,16,2,5,28.6
Franco Aragón,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,1,0,0.0,0.97,0.00,0.00,0,31.1,0,0,0.03,0.0,0.0,38,45,84.4,611,194,18,21,85.7,15,17,88.2,2,2,100.0,0.0,0.0,0,4,1,0,45,0,0,0,1,0,38,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,1,1,100.0,0,1,0,1,1,2,2,0,55,1,10,43,2,0,55,1,0,0.0,1,100.0,29,162,71,1,0,32,1,5,0,1,0.0
Player,Outros,Gls,Ast,G+A,G-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,Cmp,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Rec,Fld,Recov,Won,Lost,Won%
Gabriel Aranda,Defensor,0,0,0,0,0.2,0.2,0.0,0.2,1,8,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,2,1,50.0,0.47,0.23,0.00,0.00,11.0,0,0,0.11,-0.2,-0.2,124,153,81.0,2673,862,30,37,81.1,75,85,88.2,18,28,64.3,0.0,0.0,0,10,0,0,144,8,5,0,0,0,124,3,0.70,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,3,0,2,1,0,1,1,100.0,0,3,2,1,1,4,22,1,188,27,114,68,6,6,188,2,2,100.0,0,0.0,79,434,217,0,0,105,0,12,12,6,66.7
Carlos Arce,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,31,37,83.8,506,204,16,17,94.1,13,15,86.7,2,4,50.0,0.0,0.0,0,2,0,0,35,1,0,0,0,0,31,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,41,0,8,31,4,0,41,2,1,50.0,1,50.0,25,143,84,1,0,30,1,3,0,0,0
Lucas Arce,Defensor,0,2,2,0,0.1,0.1,2.1,2.2,30,93,58,0.00,0.15,0.15,0.00,0.15,0.01,0.15,0.16,0.16,5,0,0.0,0.37,0.00,0.00,0,23.9,0,0,0.02,-0.1,-0.1,595,833,71.4,10891,5745,273,325,84.0,235,321,73.2,72,141,51.1,1.8,-0.1,17,76,21,12,646,186,3,0,3,56,595,44,3.29,34,7,1,1,1,0,4,0.30,4,0,0,0,0,0,30,17,19,10,1,21,42,50.0,21,15,3,12,13,43,43,0,979,39,241,496,249,12,979,16,8,50.0,7,43.8,407,1809,1080,18,2,508,10,55,8,13,38.1
Facundo Ardiles,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,4,8,13,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,66,95,69.5,1100,681,30,35,85.7,25,40,62.5,9,13,69.2,0.4,0.0,1,9,0,0,70,23,1,0,0,5,66,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,1,2,1,2,6,33.3,4,6,1,5,1,5,6,0,125,5,33,62,30,3,125,2,1,50.0,1,50.0,49,299,177,2,0,65,1,4,3,2,60.0
Oscar Arias,Defensor,0,0,0,0,0.2,0.2,0.1,0.3,3,25,23,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.05,3,1,33.3,0.49,0.16,0.00,0.00,16.5,0,0,0.06,-0.2,-0.2,211,296,71.3,3801,1764,105,121,86.8,73,100,73.0,31,60,51.7,0.1,-0.1,3,20,1,0,221,73,7,0,1,12,211,8,1.32,7,0,0,1,0,0,1,0.16,1,0,0,0,0,0,19,10,10,8,1,8,12,66.7,4,8,1,7,12,31,15,0,377,19,125,189,68,8,377,10,5,50.0,5,50.0,161,747,272,4,0,168,3,34,8,6,57.1
Blas Armoa,Atacante,3,0,3,3,3.3,3.3,0.6,3.9,24,19,94,0.27,0.00,0.27,0.27,0.27,0.30,0.05,0.35,0.35,21,8,38.1,1.91,0.73,0.14,0.38,19.5,0,0,0.16,-0.3,-0.3,140,198,70.7,1823,455,93,114,81.6,30,49,61.2,7,10,70.0,0.5,-0.6,11,11,4,2,194,3,2,0,1,23,140,24,2.18,21,0,0,1,2,0,2,0.18,1,0,0,0,1,0,11,8,1,9,1,4,10,40.0,6,5,1,4,6,17,6,1,322,8,33,116,179,36,322,22,4,18.2,14,63.6,209,1157,493,15,10,228,22,38,12,23,34.3
Santiago Arzamendia,Defensor,0,0,0,0,0.1,0.1,0.7,0.7,9,13,24,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.15,0.15,2,0,0.0,0.41,0.00,0.00,0,23.8,0,0,0.03,-0.1,-0.1,164,229,71.6,2831,1062,69,80,86.3,78,98,79.6,14,38,36.8,0.9,-0.7,8,14,6,5,175,54,3,0,1,21,164,11,2.27,10,1,0,0,0,0,1,0.21,1,0,0,0,0,0,14,7,10,2,2,7,10,70.0,3,3,1,2,2,16,13,0,287,12,71,149,70,5,287,4,2,50.0,2,50.0,111,560,270,9,2,150,1,25,7,9,43.8
Santiago Ascacíbar,Meio-campista,2,0,2,2,1.6,1.6,0.3,2.0,13,82,21,0.18,0.00,0.18,0.18,0.18,0.14,0.03,0.17,0.17,24,7,29.2,2.11,0.61,0.08,0.29,16.4,0,0,0.07,+0.4,+0.4,549,675,81.3,8881,2593,274,316,86.7,220,259,84.9,39,58,67.2,0.5,-0.3,10,58,8,3,655,17,9,0,4,11,549,28,2.46,24,1,0,3,0,0,2,0.18,1,0,0,1,0,0,38,22,13,20,5,12,32,37.5,20,17,2,15,8,46,15,0,815,19,134,544,141,28,815,14,7,50.0,7,50.0,357,1367,624,14,2,485,14,74,33,28,54.1
Mauricio Asenjo,Atacante,0,0,0,0,1.0,1.0,0.3,1.3,3,14,26,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.17,0.17,12,4,33.3,1.58,0.53,0.00,0.00,13.9,0,0,0.08,-1.0,-1.0,87,170,51.2,1167,285,49,92,53.3,27,43,62.8,3,6,50.0,0.2,-0.3,7,11,1,0,165,5,0,0,0,4,87,14,1.84,9,0,0,1,4,0,1,0.13,1,0,0,0,0,0,7,5,2,3,2,2,5,40.0,3,6,0,6,0,7,5,0,259,3,17,126,120,24,259,9,3,33.3,6,66.7,117,543,177,6,2,195,15,17,53,43,55.2
Rodrigo Atencio,Meio-campista,2,1,3,2,1.9,1.9,0.8,2.7,30,51,64,0.15,0.08,0.23,0.15,0.23,0.14,0.06,0.21,0.21,25,6,24.0,1.90,0.46,0.08,0.33,22.7,4,0,0.08,+0.1,+0.1,491,622,78.9,8075,1739,250,287,87.1,173,199,86.9,52,97,53.6,1.2,+0.2,23,36,7,1,563,56,22,2,8,41,491,40,3.04,28,5,5,1,0,1,4,0.30,2,1,0,1,0,0,18,13,8,8,2,9,24,37.5,15,9,1,8,3,21,8,0,761,13,99,432,240,21,761,53,24,45.3,27,50.9,438,2330,1011,22,8,539,15,72,9,10,47.4
Axel Atum,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,2,3,66.7,18,1,2,3,66.7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,1,1,1,1,1,100.0,0,0,0,0,0,3,0,0,10,1,3,5,2,0,10,1,0,0.0,1,100.0,3,12,1,0,0,4,0,2,0,0,0
Gabriel Ávalos,Atacante,3,0,3,2,2.1,1.3,0.5,1.8,11,16,62,0.25,0.00,0.25,0.16,0.16,0.17,0.04,0.21,0.15,26,12,46.2,2.14,0.99,0.08,0.17,15.6,0,1,0.05,+0.9,+0.7,151,280,53.9,2040,515,89,143,62.2,42,78,53.8,7,14,50.0,0.8,-0.5,9,16,7,2,263,17,0,0,2,9,151,20,1.65,16,0,1,1,2,0,1,0.08,1,0,0,0,0,0,6,3,0,3,3,2,9,22.2,7,6,1,5,5,11,14,1,407,15,25,185,202,71,406,17,8,47.1,9,52.9,207,862,264,10,6,306,20,28,64,51,55.7
Diego Azcurra,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,9,17,52.9,131,53,6,9,66.7,2,4,50.0,1,1,100.0,0.0,0.0,0,1,0,0,16,1,0,0,0,1,9,1,1.76,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,3,0.0,3,2,0,2,0,1,0,0,28,0,1,16,11,3,28,2,0,0.0,1,50.0,16,65,24,0,1,15,3,4,1,5,16.7
Tomás Badaloni,Atacante,0,0,0,0,0.3,0.3,0.0,0.4,0,1,2,0.00,0.00,0.00,0.00,0.00,0.84,0.07,0.90,0.90,5,1,20.0,12.16,2.43,0.00,0.00,8.9,0,0,0.07,-0.3,-0.3,4,5,80.0,45,15,3,3,100.0,1,2,50.0,0,0,0,0.0,0.0,1,0,1,0,5,0,0,0,0,0,4,2,4.86,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,16,0,2,4,11,7,16,1,0,0.0,1,100.0,7,17,0,0,0,9,1,2,3,1,75.0
Elías Báez,Defensor,0,0,0,0,0.1,0.1,0.0,0.1,6,25,21,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.02,3,2,66.7,0.46,0.31,0.00,0.00,20.5,0,0,0.03,-0.1,-0.1,234,343,68.2,4071,1761,106,128,82.8,108,157,68.8,17,43,39.5,0.1,0.0,1,21,1,1,247,95,6,0,2,16,234,3,0.46,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0,17,11,11,5,1,9,17,52.9,8,7,1,6,13,30,20,0,425,17,121,217,91,5,425,11,2,18.2,9,81.8,128,689,342,9,0,169,1,23,10,15,40.0
Facundo Báez,Atacante,0,0,0,0,0.0,0.0,0.0,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.23,0.23,1,0,0.0,3.91,0.00,0.00,0,26.7,0,0,0.02,0.0,0.0,3,14,21.4,77,20,2,4,50.0,0,4,0.0,1,3,33.3,0.0,0.0,1,1,0,0,14,0,0,0,1,7,3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,24,0,3,6,15,4,24,0,0,0,0,0,14,113,70,0,0,15,1,3,2,1,66.7
Mateo Bajamich,Atacante,2,0,2,2,3.0,3.0,0.9,3.9,18,29,69,0.19,0.00,0.19,0.19,0.19,0.28,0.08,0.36,0.36,20,8,40.0,1.89,0.76,0.10,0.25,16.6,0,0,0.15,-1.0,-1.0,192,296,64.9,2951,1043,113,147,76.9,45,70,64.3,21,36,58.3,1.2,-0.9,8,25,11,3,277,15,4,3,3,26,192,26,2.39,16,3,0,2,5,0,1,0.09,1,0,0,0,0,0,8,5,3,3,2,7,11,63.6,4,7,0,7,1,9,11,0,433,10,43,180,218,36,433,30,10,33.3,15,50.0,230,1165,504,14,4,303,13,47,22,40,35.5
Adrián Balboa,Atacante,3,2,5,2,4.8,4.0,1.5,5.6,14,23,84,0.21,0.14,0.35,0.14,0.28,0.34,0.11,0.45,0.39,42,12,28.6,2.97,0.85,0.05,0.17,15.1,0,1,0.10,-1.8,-2.0,156,242,64.5,2078,461,95,142,66.9,46,60,76.7,4,13,30.8,1.3,+0.5,8,16,4,2,225,17,0,0,1,8,156,31,2.20,13,0,7,8,2,1,5,0.35,2,0,1,1,1,0,12,7,0,7,5,2,7,28.6,5,13,1,12,4,16,15,0,423,16,25,177,226,73,422,30,14,46.7,15,50.0,210,1224,373,12,9,284,7,36,44,46,48.9
Franco Baldassarra,Meio-campista,0,0,0,0,0.1,0.1,0.5,0.5,0,4,4,0.00,0.00,0.00,0.00,0.00,0.09,0.44,0.53,0.53,4,2,50.0,3.87,1.94,0.00,0.00,26.6,0,0,0.02,-0.1,-0.1,14,24,58.3,276,117,9,14,64.3,3,4,75.0,2,5,40.0,0.5,-0.5,4,2,2,0,23,1,0,0,2,1,14,6,5.81,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,2,2,100.0,0,2,0,2,3,5,0,0,42,0,6,18,18,4,42,2,1,50.0,1,50.0,22,73,22,1,1,22,2,7,2,3,40.0
Agustín Baldi,Defensor,0,0,0,0,0.1,0.1,0.1,0.3,8,17,1,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.05,3,0,0.0,0.54,0.00,0.00,0,17.6,0,0,0.04,-0.1,-0.1,211,273,77.3,3482,1588,98,117,83.8,99,117,84.6,11,25,44.0,0.2,-0.1,2,15,3,3,229,44,4,0,0,4,211,4,0.72,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7,4,3,4,0,2,6,33.3,4,2,0,2,4,11,13,0,311,13,102,178,33,3,311,5,1,20.0,3,60.0,131,689,459,4,1,172,2,20,20,9,69.0
