Nome do jogador,Posição do jogador,Minutos jogados,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Ramiro Franco,Defensor,328,0,0,0,0,0.3,0.3,0.0,0.3,2,16,0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,4,1,25.0,1.1,0.27,0.0,0.0,11.2,0,0,0.08,-0.3,-0.3,136,163,83.4,2443,997,54,62,87.1,66,74,89.2,12,20,60.0,0.0,0.0,0,12,1,0,153,9,7,0,5,1,136,5,1.37,2,0,0,1,0,2,0,0.0,0,0,0,0,0,0,11,7,6,4,1,5,9,55.6,4,5,1,4,8,19,8,0,203,7,88,104,12,4,203,3,3,100.0,0,0.0,94,521,339,1,0,118,5,7,7,5,58.3
Adonis Frías,Meio-campista,360,0,0,0,0,0.2,0.2,0.1,0.3,11,17,9,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.08,7,4,57.1,1.75,1.0,0.0,0.0,21.2,1,0,0.04,-0.2,-0.2,180,210,85.7,3255,1094,70,79,88.6,87,96,90.6,18,28,64.3,0.1,-0.1,3,23,3,1,203,7,2,1,1,4,180,11,2.75,6,0,2,1,2,0,1,0.25,1,0,0,0,0,0,4,1,3,1,0,3,8,37.5,5,0,0,0,9,13,5,0,261,12,71,148,44,8,261,7,3,42.9,4,57.1,157,901,503,7,1,176,5,22,14,4,77.8
Raymundo Fulgencio,Atacante,599,1,2,3,1,0.3,0.3,1.0,1.3,12,36,35,0.15,0.3,0.45,0.15,0.45,0.04,0.15,0.19,0.19,7,2,28.6,1.05,0.3,0.14,0.5,22.1,0,0,0.04,0.7,0.7,244,325,75.1,4310,1309,126,150,84.0,81,101,80.2,31,60,51.7,1.0,1.0,16,28,11,6,280,45,13,0,6,50,244,30,4.51,17,9,2,1,1,0,4,0.6,2,2,0,0,0,0,7,4,2,4,1,3,9,33.3,6,6,0,6,1,8,1,0,377,1,39,196,153,7,377,25,14,56.0,9,36.0,225,1269,459,9,3,282,3,30,0,5,0.0
Rogelio Funes Mori,Atacante,450,1,1,2,1,2.9,2.9,0.3,3.1,8,6,41,0.2,0.2,0.4,0.2,0.4,0.57,0.05,0.63,0.63,13,4,30.8,2.6,0.8,0.08,0.25,13.2,0,0,0.22,-1.9,-1.9,81,117,69.2,1225,137,46,60,76.7,26,40,65.0,7,11,63.6,0.2,0.7,5,11,1,0,107,10,0,0,0,3,81,14,2.79,9,0,0,3,2,0,2,0.4,1,0,0,0,1,0,1,1,0,1,0,0,1,0.0,1,2,0,2,0,1,4,0,169,3,9,84,77,23,169,3,0,0.0,3,100.0,111,436,145,5,4,133,3,11,14,13,51.9
Benjamín Galdames,Meio-campista,214,0,0,0,0,0.2,0.2,0.1,0.2,6,9,25,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.1,2,2,100.0,0.84,0.84,0.0,0.0,12.5,0,0,0.08,-0.2,-0.2,79,102,77.5,1239,299,45,49,91.8,22,27,81.5,8,13,61.5,0.3,-0.1,5,5,4,1,94,7,2,0,1,8,79,11,4.6,6,2,2,0,1,0,0,0.0,0,0,0,0,0,0,3,2,1,2,0,2,2,100.0,0,4,0,4,2,5,2,0,143,2,16,59,74,5,143,16,8,50.0,7,43.8,117,702,234,5,2,112,13,18,1,3,25.0
Jesús Gallardo,Defensor,810,2,1,3,2,0.6,0.6,1.1,1.7,29,30,69,0.22,0.11,0.33,0.22,0.33,0.07,0.12,0.19,0.19,6,5,83.3,0.67,0.56,0.33,0.4,12.1,0,0,0.11,1.4,1.4,355,458,77.5,6529,1904,143,163,87.7,172,213,80.8,36,59,61.0,0.7,-0.1,7,15,8,2,366,91,5,0,4,19,355,18,2.0,14,2,0,1,1,0,3,0.33,2,0,0,0,1,0,20,13,8,10,2,14,22,63.6,8,5,2,3,5,25,33,0,557,37,180,205,177,22,557,15,6,40.0,8,53.3,284,1420,855,20,9,318,6,41,13,7,65.0
Bryan Gamboa,Meio-campista,11,1,0,1,1,0.1,0.1,0.0,0.1,0,0,2,8.18,0.0,8.18,8.18,8.18,0.71,0.0,0.71,0.71,1,1,100.0,8.18,8.18,1.0,1.0,6.2,0,0,0.09,0.9,0.9,0,4,0.0,0,0,0,3,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,9,0,1,3,5,1,9,0,0,0.0,0,0.0,6,1,0,0,0,7,0,0,0,2,0.0
Aitor García,Atacante,184,1,0,1,1,0.6,0.6,0.0,0.6,12,7,19,0.49,0.0,0.49,0.49,0.49,0.3,0.01,0.31,0.31,8,4,50.0,3.91,1.96,0.13,0.25,18.1,0,0,0.08,0.4,0.4,50,75,66.7,869,152,22,28,78.6,22,31,71.0,5,10,50.0,0.0,0.0,1,4,1,0,70,5,1,0,2,6,50,4,1.96,2,0,2,0,0,0,1,0.49,0,0,1,0,0,0,3,1,1,1,1,0,1,0.0,1,2,0,2,1,4,4,0,110,4,19,37,55,14,110,11,6,54.5,5,45.5,72,592,322,10,8,79,1,8,0,3,0.0
Amaury García,Meio-campista,8,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,7,71.4,81,22,1,2,50.0,3,4,75.0,0,0,0.0,0.0,0.0,0,0,0,0,7,0,0,0,0,0,5,1,11.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,9,2,2,6,1,0,9,0,0,0.0,0,0.0,3,10,8,1,0,6,1,0,0,1,0.0
Brian García,Defensor,747,1,1,2,1,0.8,0.8,0.5,1.3,18,36,50,0.12,0.12,0.24,0.12,0.24,0.1,0.06,0.15,0.15,4,2,50.0,0.48,0.24,0.25,0.5,13.5,0,0,0.2,0.2,0.2,344,426,80.8,6825,1956,129,145,89.0,164,189,86.8,46,74,62.2,0.8,0.5,9,27,10,2,360,65,4,0,10,14,344,21,2.53,21,0,0,0,0,0,4,0.48,4,0,0,0,0,0,12,9,7,5,0,10,13,76.9,3,11,2,9,8,20,16,0,501,25,137,237,130,15,501,14,6,42.9,8,57.1,281,1739,730,15,5,305,3,35,4,3,57.1
Denzell García,Meio-campista,12,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,5,80.0,67,33,3,3,100.0,1,1,100.0,0,1,0.0,0.0,0.0,0,2,0,0,5,0,0,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,8,1,1,3,4,1,8,4,3,75.0,1,25.0,5,23,16,0,1,5,0,1,0,0,0.0
Jorge García,Meio-campista,62,0,0,0,0,0.0,0.0,0.1,0.1,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,20,23,87.0,361,155,8,8,100.0,7,9,77.8,3,3,100.0,0.2,-0.1,1,2,0,0,22,1,0,0,1,1,20,1,1.45,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,2,1,1,2,3,0,0,32,1,4,19,9,2,32,1,0,0.0,1,100.0,22,108,64,2,1,25,2,4,0,0,0.0
José García,Defensor,233,1,0,1,1,0.1,0.1,0.0,0.1,0,0,0,0.39,0.0,0.39,0.39,0.39,0.04,0.0,0.04,0.04,1,1,100.0,0.39,0.39,1.0,1.0,9.9,0,0,0.11,0.9,0.9,65,80,81.3,1290,387,19,21,90.5,40,43,93.0,6,15,40.0,0.0,0.0,0,0,0,0,76,4,3,0,0,0,65,2,0.77,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,2,3,66.7,1,3,2,1,2,4,21,0,112,28,75,34,3,2,112,0,0,0.0,0,0.0,44,177,59,1,0,58,1,3,5,2,71.4
Luan Garcia,Defensor,900,0,0,0,0,0.8,0.8,0.0,0.8,3,28,4,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,7,4,57.1,0.7,0.4,0.0,0.0,12.2,0,0,0.12,-0.8,-0.8,376,420,89.5,8542,3049,77,81,95.1,222,232,95.7,71,98,72.4,0.1,0.0,0,23,3,1,398,21,8,0,5,4,376,6,0.6,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,11,6,8,2,1,7,9,77.8,2,10,7,3,13,24,31,1,502,76,268,216,19,9,502,2,2,100.0,0,0.0,296,1307,705,0,0,338,7,27,12,11,52.2
Luis García,Meio-campista,117,0,0,0,0,0.0,0.0,0.6,0.6,6,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.44,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,20,45,44.4,342,133,11,17,64.7,7,18,38.9,2,7,28.6,0.4,-0.6,3,1,3,3,40,5,0,0,0,20,20,3,2.31,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,2,0,1,2,2,100.0,0,0,0,0,0,3,6,0,62,7,14,17,32,6,62,3,2,66.7,1,33.3,29,267,86,3,0,34,0,3,1,3,25.0
Mateo García,Meio-campista,195,0,0,0,0,0.1,0.1,0.1,0.2,3,5,7,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.08,1,0,0.0,0.46,0.0,0.0,0.0,13.7,0,0,0.06,-0.1,-0.1,77,97,79.4,1113,267,37,43,86.0,34,37,91.9,2,7,28.6,0.1,-0.1,4,6,1,0,89,7,2,0,0,6,77,7,3.23,5,1,0,1,0,0,0,0.0,0,0,0,0,0,0,6,3,3,2,1,3,10,30.0,7,4,0,4,0,6,2,0,132,2,27,61,44,6,132,11,5,45.5,4,36.4,73,478,211,4,0,80,5,18,3,1,75.0
Bryan Garnica,Atacante,613,0,0,0,0,0.0,0.0,1.1,1.2,13,23,50,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.17,1,0,0.0,0.15,0.0,0.0,0.0,17.1,0,0,0.02,0.0,0.0,170,227,74.9,2603,1099,90,106,84.9,60,78,76.9,13,27,48.1,1.0,-1.1,13,11,13,9,206,20,3,1,0,31,170,27,3.96,24,2,0,0,1,0,2,0.29,2,0,0,0,0,0,10,8,3,5,2,5,14,35.7,9,7,0,7,1,11,6,0,287,9,47,113,129,14,287,19,8,42.1,11,57.9,125,746,388,5,4,160,8,41,2,10,16.7
César Garza,Meio-campista,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,100.0,6,0,1,1,100.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,90.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0,0.0,1,3,0,0,0,1,0,0,0,0,0.0
Jesús Garza,Defensor,157,0,1,1,0,0.1,0.1,0.7,0.8,3,13,9,0.0,0.57,0.57,0.0,0.57,0.03,0.42,0.45,0.45,2,0,0.0,1.15,0.0,0.0,0.0,26.1,0,0,0.03,-0.1,-0.1,94,119,79.0,1574,501,44,47,93.6,41,54,75.9,7,13,53.8,0.6,0.3,3,7,4,2,91,27,5,0,0,10,94,5,2.87,4,1,0,0,0,0,1,0.57,1,0,0,0,0,0,10,7,3,6,1,5,8,62.5,3,3,0,3,4,14,3,0,145,3,30,77,43,1,145,2,2,100.0,0,0.0,64,289,190,1,0,75,2,14,1,2,33.3
Giorgos Giakoumakis,Atacante,413,5,3,8,5,2.3,2.3,1.1,3.4,4,7,31,1.09,0.65,1.74,1.09,1.74,0.49,0.24,0.73,0.73,20,8,40.0,4.36,1.74,0.25,0.63,14.1,0,0,0.11,2.7,2.7,57,79,72.2,806,114,32,39,82.1,17,24,70.8,4,7,57.1,0.1,1.9,6,3,3,0,71,8,0,0,0,1,57,10,2.18,6,0,0,2,2,0,2,0.44,2,0,0,0,0,0,2,2,0,1,1,0,2,0.0,2,3,1,2,2,4,0,0,124,1,2,53,71,22,124,2,1,50.0,1,50.0,79,360,97,4,1,109,9,8,13,10,56.5
André-Pierre Gignac,Atacante,675,4,1,5,3,4.1,2.5,0.9,3.5,9,17,38,0.53,0.13,0.67,0.4,0.53,0.55,0.13,0.67,0.46,31,13,41.9,4.13,1.73,0.1,0.23,18.1,3,2,0.08,-0.1,0.5,105,137,76.6,2089,323,39,51,76.5,44,53,83.0,16,20,80.0,0.5,0.1,5,8,3,0,122,13,0,0,8,4,105,19,2.53,13,0,2,3,1,0,2,0.27,2,0,0,0,0,0,1,1,0,1,0,0,3,0.0,3,2,1,1,2,3,3,0,207,4,9,87,113,40,205,12,8,66.7,2,16.7,123,671,252,4,2,162,8,8,6,16,27.3
Faber Gil,Atacante,159,0,0,0,0,0.2,0.2,0.6,0.9,11,6,18,0.0,0.0,0.0,0.0,0.0,0.12,0.36,0.48,0.48,4,2,50.0,2.26,1.13,0.0,0.0,18.8,0,0,0.05,-0.2,-0.2,43,56,76.8,644,183,25,29,86.2,15,20,75.0,2,3,66.7,0.2,-0.6,1,4,2,2,55,1,0,0,0,9,43,3,1.69,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,2,0,0,0,0.0,0,1,0,1,1,3,3,0,82,3,6,42,37,9,82,6,4,66.7,2,33.3,55,401,184,4,5,70,2,10,1,3,25.0
Alejandro Gómez,Defensor,480,0,0,0,0,0.0,0.0,0.2,0.2,4,22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,269,329,81.8,5327,2927,84,90,93.3,140,164,85.4,40,66,60.6,0.2,-0.2,3,16,2,0,286,42,19,0,3,2,269,3,0.56,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18,5,12,5,1,6,7,85.7,1,9,3,6,10,28,19,0,395,40,196,183,20,1,395,2,0,0.0,1,50.0,191,784,345,2,0,220,4,27,4,5,44.4
Diego Gómez,Meio-campista,84,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,21,27,77.8,341,107,11,13,84.6,8,11,72.7,2,3,66.7,0.0,0.0,0,1,0,0,27,0,0,0,0,0,21,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,1,5,0,0,5,8,62.5,3,0,0,0,5,10,0,0,35,4,17,16,4,0,35,1,0,0.0,1,100.0,15,110,52,1,1,15,2,8,0,1,0.0
Emiliano Gómez,Atacante,280,2,0,2,2,1.6,1.6,0.8,2.3,1,3,21,0.64,0.0,0.64,0.64,0.64,0.51,0.25,0.75,0.75,7,3,42.9,2.25,0.96,0.29,0.67,14.8,0,0,0.23,0.4,0.4,40,52,76.9,558,145,18,24,75.0,16,17,94.1,2,4,50.0,0.5,-0.8,1,1,0,0,46,6,0,0,0,5,40,3,0.96,3,0,0,0,0,0,1,0.32,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0,81,3,5,33,44,9,81,5,1,20.0,4,80.0,55,244,41,0,2,66,5,7,0,9,0.0
Luis Gómez,Meio-campista,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,0.0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,2,0,0,0.0,0,0.0,2,14,7,0,0,1,0,1,0,0,0.0
Jaime Gómez Valencia,Defensor,159,0,0,0,0,0.0,0.0,0.1,0.1,2,5,3,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.06,1,1,100.0,0.57,0.57,0.0,0.0,25.7,0,0,0.04,0.0,0.0,69,82,84.1,961,343,45,48,93.8,20,23,87.0,2,5,40.0,0.1,-0.1,2,7,1,1,75,7,3,0,0,1,69,4,2.28,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,4,4,2,1,4,8,50.0,4,1,0,1,3,10,6,0,109,8,33,59,20,1,109,6,3,50.0,3,50.0,63,304,114,2,0,56,4,17,1,3,25.0
Alfonso González,Meio-campista,217,0,0,0,0,0.5,0.5,0.2,0.8,6,7,12,0.0,0.0,0.0,0.0,0.0,0.22,0.1,0.31,0.31,4,1,25.0,1.66,0.41,0.0,0.0,20.7,0,0,0.13,-0.5,-0.5,76,103,73.8,1131,329,42,51,82.4,23,28,82.1,4,9,44.4,0.2,-0.2,3,7,2,1,93,10,5,0,2,7,76,8,3.32,7,0,1,0,0,0,0,0.0,0,0,0,0,0,0,8,4,2,4,2,1,4,25.0,3,2,0,2,3,11,3,0,138,3,15,75,49,6,138,6,1,16.7,5,83.3,75,357,171,1,1,96,10,11,5,9,35.7
Armando González,Atacante,417,3,1,4,3,3.3,3.3,0.6,3.9,2,6,26,0.65,0.22,0.86,0.65,0.86,0.72,0.12,0.84,0.84,19,9,47.4,4.1,1.94,0.16,0.33,12.4,0,0,0.18,-0.3,-0.3,52,78,66.7,703,101,33,42,78.6,16,21,76.2,1,6,16.7,0.2,0.4,2,2,2,0,69,9,0,0,0,3,52,9,1.94,7,0,0,1,1,0,2,0.43,2,0,0,0,0,0,5,2,1,4,0,1,2,50.0,1,4,0,4,1,6,3,0,130,1,7,46,77,28,130,1,0,0.0,1,100.0,77,318,103,2,2,89,1,11,7,9,43.8
Bryan González,Defensor,774,0,0,0,0,0.5,0.5,0.3,0.8,11,29,26,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.09,6,1,16.7,0.7,0.12,0.0,0.0,13.1,0,0,0.08,-0.5,-0.5,374,460,81.3,5870,2195,194,210,92.4,156,186,83.9,19,43,44.2,0.3,-0.3,5,29,1,1,371,87,10,0,0,17,374,12,1.4,9,0,2,0,1,0,0,0.0,0,0,0,0,0,0,27,20,17,9,1,13,22,59.1,9,4,1,3,17,44,25,0,577,22,179,306,98,19,577,26,11,42.3,14,53.8,259,1218,568,15,2,334,10,31,16,4,80.0
Pablo González Díaz,Meio-campista,671,0,0,0,0,0.0,0.0,0.0,0.1,3,16,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,2,1,50.0,0.27,0.13,0.0,0.0,32.4,0,0,0.02,0.0,0.0,193,234,82.5,3726,820,63,70,90.0,101,110,91.8,26,44,59.1,0.0,0.0,2,9,0,0,222,12,8,0,2,5,193,5,0.67,5,0,0,0,0,0,1,0.13,1,0,0,0,0,0,12,10,5,7,0,7,13,53.8,6,9,5,4,6,18,12,0,292,20,84,186,25,0,292,1,0,0.0,1,100.0,118,495,189,5,0,152,0,30,3,8,27.3
Carlos González Espínola,Atacante,445,1,0,1,1,2.1,2.1,0.4,2.4,3,8,23,0.2,0.0,0.2,0.2,0.2,0.42,0.07,0.49,0.49,10,4,40.0,2.02,0.81,0.1,0.25,14.5,0,0,0.21,-1.1,-1.1,86,130,66.2,1175,176,51,71,71.8,26,37,70.3,3,5,60.0,0.2,-0.4,2,5,1,0,117,12,0,0,1,0,86,10,2.03,6,0,1,3,0,0,0,0.0,0,0,0,0,0,0,3,2,1,0,2,1,1,100.0,0,2,0,2,0,3,8,0,190,9,16,82,92,19,190,7,5,71.4,2,28.6,96,368,92,1,2,140,9,6,27,18,60.0
Jair González,Meio-campista,155,0,0,0,0,0.1,0.1,0.3,0.4,6,11,17,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.22,0.22,5,0,0.0,2.9,0.0,0.0,0.0,26.8,0,0,0.02,-0.1,-0.1,30,46,65.2,676,167,6,9,66.7,16,22,72.7,8,13,61.5,0.1,-0.3,4,5,2,0,42,3,0,0,2,7,30,10,5.77,6,0,2,0,2,0,0,0.0,0,0,0,0,0,0,2,1,0,0,2,1,4,25.0,3,1,0,1,0,2,0,0,77,1,2,30,47,7,77,6,3,50.0,2,33.3,59,526,224,7,6,55,9,7,2,4,33.3
Jonathan González,Meio-campista,305,0,0,0,0,0.0,0.0,0.0,0.1,2,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,1,0,0.0,0.3,0.0,0.0,0.0,34.4,0,0,0.01,0.0,0.0,128,149,85.9,2332,784,54,59,91.5,59,67,88.1,15,19,78.9,0.0,0.0,1,9,0,0,143,6,6,0,0,0,128,3,0.89,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,3,2,2,1,0,0,1,0.0,1,4,1,3,6,9,5,0,174,10,58,108,8,0,174,0,0,0.0,0,0.0,89,307,150,3,0,112,7,16,3,2,60.0
Owen González,Atacante,498,1,2,3,1,1.3,1.3,1.3,2.6,21,13,70,0.18,0.36,0.54,0.18,0.54,0.24,0.24,0.48,0.48,10,5,50.0,1.81,0.9,0.1,0.2,17.7,0,0,0.13,-0.3,-0.3,135,186,72.6,2025,390,76,87,87.4,50,64,78.1,6,21,28.6,0.5,0.7,8,9,5,2,179,6,1,0,0,26,135,17,3.08,12,1,3,1,0,0,3,0.54,3,0,0,0,0,0,4,1,3,1,0,1,2,50.0,1,5,0,5,1,5,5,0,242,1,22,86,140,25,242,17,11,64.7,5,29.4,170,1119,558,14,8,191,9,18,2,2,50.0
Fernando Gorriarán,Meio-campista,803,2,0,2,2,0.9,0.9,0.7,1.6,13,74,42,0.22,0.0,0.22,0.22,0.22,0.1,0.08,0.18,0.18,21,6,28.6,2.35,0.67,0.1,0.33,22.9,0,0,0.04,1.1,1.1,429,506,84.8,7640,2152,197,216,91.2,172,198,86.9,49,69,71.0,0.8,-0.7,16,57,16,4,490,15,10,1,8,18,429,37,4.14,27,2,1,2,4,1,2,0.22,1,0,0,0,1,0,19,12,2,11,6,5,13,38.5,8,16,3,13,8,27,4,0,607,11,93,349,171,18,607,9,2,22.2,7,77.8,325,1537,591,16,0,456,16,47,1,2,33.3
Ismael Govea,Defensor,416,0,0,0,0,0.0,0.0,0.3,0.3,3,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,165,209,78.9,3155,1295,68,80,85.0,74,86,86.0,20,36,55.6,0.2,-0.3,2,9,3,3,176,33,6,0,3,10,165,2,0.43,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,7,8,4,0,7,10,70.0,3,7,1,6,4,16,29,0,271,31,135,113,24,1,271,1,1,100.0,0,0.0,114,538,216,2,0,147,2,15,4,7,36.4
Omar Govea,Meio-campista,201,0,0,0,0,0.3,0.3,0.1,0.4,5,28,3,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.18,4,1,25.0,1.79,0.45,0.0,0.0,22.6,0,0,0.08,-0.3,-0.3,133,154,86.4,2703,711,45,54,83.3,68,73,93.2,16,22,72.7,0.5,-0.1,2,26,5,0,151,3,2,0,1,1,133,10,4.46,7,0,1,2,0,0,1,0.45,0,0,0,1,0,0,7,3,0,5,2,4,5,80.0,1,3,0,3,2,9,1,0,184,3,28,124,36,1,184,3,1,33.3,2,66.7,126,673,273,6,0,137,7,13,0,1,0.0
Andrés Guardado,Meio-campista,402,0,0,0,0,0.3,0.3,0.1,0.4,2,16,6,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.08,0.08,4,2,50.0,0.9,0.45,0.0,0.0,25.9,0,0,0.07,-0.3,-0.3,152,182,83.5,2933,877,56,58,96.6,77,89,86.5,17,29,58.6,0.2,-0.1,1,12,3,1,160,21,15,0,1,7,152,7,1.57,5,1,0,1,0,0,1,0.22,1,0,0,0,0,0,11,6,7,4,0,2,8,25.0,6,7,3,4,3,14,9,1,222,12,63,129,31,1,222,6,3,50.0,2,33.3,118,507,169,3,0,126,5,25,1,3,25.0
